chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|1| 1| I did not find myself getting upset by trivial things. I was generally able to maintain a level-headed attitude and not let small issues bother me.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|2| 1| I did not experience dryness of my mouth. My physical sensations were generally normal and did not include any dryness.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|3| 1| I could experience positive feelings. While there were challenging moments, overall I was able to find joy and happiness in various aspects of my life.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|4| 1| I did not experience breathing difficulty. My breathing was normal and I did not face any challenges in this area.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|5| 2| I sometimes found it difficult to get going. There were days when I felt a bit sluggish or lacked motivation, but it was not a constant struggle.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|6| 2| Sometimes, I tended to over-react to situations. There were moments when I felt a little overwhelmed and reacted more strongly than necessary.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|7| 1| I did not have a feeling of shakiness. My physical stability was normal and I did not experience any issues with trembling or shakiness.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|8| 2| I found it a bit difficult to fully relax. The demands of my teaching assistantships and research work often kept my mind active, making it a bit challenging to completely unwind.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|9| 1| I did not find myself in situations that made me extremely anxious. While certain situations could be stressful, I was generally able to handle them without overwhelming anxiety.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|10| 1| I felt that I had things to look forward to. There were exciting research projects and personal milestones that kept me motivated and enthusiastic about the future.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|11| 1| I did not find myself getting upset easily. I had developed resilience and coping strategies that helped me navigate stressful situations without becoming overly upset.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|12| 2| I felt that I was using some nervous energy. There were moments when I felt a little restless or had excess energy, but it was not a constant state.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|13| 1| I did not feel sad and depressed. Overall, my mood remained positive, and I did not experience extended periods of sadness or depression.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|14| 2| I sometimes found myself getting impatient when delayed. While I generally managed my time well, occasional delays could lead to slight impatience.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|15| 1| I did not have a feeling of faintness. My physical health was good, and I did not face any issues with feeling faint.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|16| 1| I did not feel that I had lost interest in everything. My passion for psychology and my research kept me engaged and interested in my work.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|17| 1| I did not feel that I wasn't worth much as a person. I recognized my value and appreciated my abilities and contributions as a PhD student.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|18| 1| I did not feel that I was rather touchy. I generally had good control over my emotions and did not have a tendency to be excessively sensitive or reactive.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|19| 1| I did not perspire noticeably in the absence of physical exertion. Sweating was within normal levels and did not cause any discomfort or concern.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|20| 1| I did not feel scared without any good reason. My anxiety was generally related to specific situations and not a constant state of unfounded fear.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|21| 1| I felt that life was worthwhile. Despite challenges, I found meaning and purpose in my work and personal life.
chatcmpl-8MvNlgd0ltM0D2WY2IpFQGgFxrUJr|22| 2| I sometimes found it hard to wind down. There were moments when it took a little effort to transition from work mode to relaxation mode.
