chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|1| 2| I occasionally found myself getting upset by trivial things, but it didn't have a major impact on my overall mood or well-being.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|2| 1| Dryness of my mouth didn't bother me at all during the past week.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|3| 1| I experienced positive feelings and emotions during the past week, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|4| 1| I did not have any breathing difficulties without physical exertion, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|5| 3| I struggled to motivate myself and get started on tasks, feeling a lack of energy and drive during the past week.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|6| 1| I didn't overreact to situations, remaining relatively calm and composed.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|7| 1| I didn't have a feeling of shakiness or physical weakness, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|8| 2| At times, I found it slightly difficult to fully relax, perhaps due to the demands of my research and academic workload.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|9| 1| I didn't find myself in situations that made me extremely anxious or relieved when they ended.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|10| 1| I had several things to look forward to during the past week, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|11| 2| While I occasionally got upset easily, it was not a frequent occurrence.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|12| 2| I felt a moderate level of nervous energy, mainly due to the demands of my research, but it wasn't overwhelming.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|13| 1| I didn't feel sad or depressed during the past week, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|14| 3| I became impatient when delayed, especially when I had tight schedules or important commitments to attend to.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|15| 1| I did not feel faint or lightheaded, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|16| 1| I maintained interest in activities and found enjoyment in things I did during the past week, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|17| 1| I did not feel worthless as a person, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|18| 2| Although I occasionally felt touchy, it wasn't a dominant feeling during the past week.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|19| 2| I did not experience noticeable perspiration without high temperatures or physical exertion on a regular basis.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|20| 1| I did not feel scared without any good reason, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|21| 1| I found life worthwhile and had meaningful experiences during the past week, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|22| 2| While it was occasionally challenging to wind down due to my research work, I managed to find some moments of relaxation.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|23| 1| I did not have difficulty swallowing, so this statement did not apply to me.
chatcmpl-8MzUGNE9mIBHqtsZBHUeRqMBNLIoi|24| 1| I experienced enjoyment and pleasure in various activities I engaged in during the past week, so this statement did not apply to me.
